DocDate,DocRef,AcCode,Customer Name,Postal Code,TelNo,AcCur,AcCurWTaxAmt,HomeWTaxAmt,ProjectCode,Location,Sales Person,SalesPerson Name,Sales contact
20161215,BR_D171000428,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,76467.2,103230.72,P6498,1,S091,Danny,85088856
20161216,BR_D171000429,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,1838.37,1838.37,P6629,5,S091,Danny,85088856
20161205,ICG_B171-0435,R0004USD,Dragonfruit (or Pitaya) Control Pte Ltd,631630,95738474,USD,68000,91800,P6630,1,S092,Eugiene,85094519
20161205,ICG_B171-0436,N0001USD,Avocado Distribution Pte Ltd,816984,96750794,USD,68000,91800,P6631,2,S093,Lily,85089620
20161215,BR_D171000430,R0004USD,Dragonfruit (or Pitaya) Control Pte Ltd,631630,95738474,USD,68000,91800,P6632,5,S088,Ali,85084183
20161212,ICG_B171-0433,V0001USD,Cucumber Expert Pte Ltd,883937,97472878,USD,74025,99933.75,P6633,3,S094,John,85084094
20161212,ICG_B171-0452,A0049USD,Currant Relay Pte Ltd,244098,99120138,USD,74800,100980,P6634,1,S094,John,85084094
20161212,ICG_B171-0453,S0030USD,Quince Export Pte Ltd,195119,94719808,USD,74800,100980,P6635,5,S093,Lily,85089620
20161216,BR_D171000431,A0003USD,White currant Import Pte Ltd,569245,96940666,USD,8300,11205,P6636,4,S093,Lily,85089620
20161212,ICG_B171-0448,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,160000,216000,P6637,2,S091,Danny,85088856
20161212,ICG_B171-0446,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,173750,234562.5,P6638,2,S095,Mary,85095164
20161212,ICG_B171-0449,S0051USD,Raisin Distribution Pte Ltd,432220,96067303,USD,322500,435375,P6639,5,S094,John,85084094
20161219,BR_D171000432,A0074USD,Squash Relay Pte Ltd,784264,95008222,USD,22750,30712.5,P6640,5,S093,Lily,85089620
20161212,ICG_B171-0445,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,178750,241312.5,P6641,3,S094,John,85084094
20161219,ICG_B171-0459,T0013SGD,Star fruit Marketing Pte Ltd,598685,96391068,SGD,1203.75,1203.75,P6642,4,S095,Mary,85095164
20161219,ICG_B171-0463,H0002SGD,Soursop Relay Pte Ltd,122468,97979602,SGD,2327.25,2327.25,P6643,3,S095,Mary,85095164
20161219,BR_D171000433,M0035USD,Marionberry Distribution Pte Ltd,435237,98003398,USD,23805,32136.75,P6644,3,S093,Lily,85089620
20161219,BR_D171000434,S0014USD,Kumquat Marketing Pte Ltd,104024,95995772,USD,78550,106042.5,P6645,1,S089,Bala,85084539
20161206,ICG_B171-0427,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,106500,143775,P6646,1,S094,John,85084094
20161219,CSA_CT1710018,S0014USD,Kumquat Marketing Pte Ltd,104024,95995772,USD,0,0,P6647,5,S093,Lily,85089620
20161219,CSA_CT1710019,S0014USD,Kumquat Marketing Pte Ltd,104024,95995772,USD,0,0,P6648,5,S089,Bala,85084539
20161101,JE_J1710026,A0056USD,Melon Assist Pte Ltd,263529,97769615,USD,0.28,-0.39,P6649,5,S090,Charles,85081768
20161219,ICG_B171-0441,F0006USD,Crab apples Import Pte Ltd,783620,96849942,USD,240053.4,346637.11,P6650,2,S088,Ali,85084183
20161219,BR_D171000435,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,88000,118800,P6651,1,S090,Charles,85081768
20161219,BR_D171000436,N0001USD,Avocado Distribution Pte Ltd,816984,96750794,USD,68000,91800,P6652,3,S091,Danny,85088856
20161219,BR_D171000437,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,106500,143775,P6653,5,S094,John,85084094
20161220,BR_D171000438,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,79171.2,106881.12,P6654,1,S090,Charles,85081768
20161220,ICG_B171-0455,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,4998.72,4998.72,P6655,1,S088,Ali,85084183
20161220,ICG_B171-0456,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,2368.12,2368.12,P6656,2,S089,Bala,85084539
20161220,ICG_B171-0457,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,1490.56,1490.56,P6655,4,S088,Ali,85084183
20161220,ICG_B171-0458,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,8325.67,8325.67,P6657,2,S094,John,85084094
20161212,ICG_B171-0420,A0046USD,Chico fruit Relay Pte Ltd,300653,96146975,USD,77000,103950,P6658,5,S093,Lily,85089620
20161220,ICG_B171-0465,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,509.62,509.62,P6659,2,S095,Mary,85095164
20161220,ICG_B171-0464,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,3817.71,3817.71,P6660,3,S088,Ali,85084183
20161220,BR_D171000439,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,71695.17,96788.48,P6661,3,S089,Bala,85084539
20161212,ICG_B171-0444,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,192500,259875,P6662,3,S091,Danny,85088856
20161221,BR_D171000440,M0001USD,Surinam cherry Expert Pte Ltd,513301,99266294,USD,170856.5,230656.28,P6663,4,S089,Bala,85084539
20161121,JE_J1710027,A0056USD,Melon Assist Pte Ltd,263529,97769615,USD,0.28,0.39,P6664,2,S090,Charles,85081768
20161221,CSA_CT1710020,A0056USD,Melon Assist Pte Ltd,263529,97769615,USD,0,0,P6665,4,S094,John,85084094
20161121,JE_J1710028,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,1804.83,-2436.52,P6666,3,S088,Ali,85084183
20161220,ICG_B171-0462,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,79200,114681.6,P6667,5,S091,Danny,85088856
20161221,CSA_CT1710021,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,0,0,P6668,3,S095,Mary,85095164
20161221,BR_D171000441,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,267500,380920,P6497,2,S091,Danny,85088856
20161218,ICG_B171-0470,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,171407.65,231400.33,P6669,2,S094,John,85084094
20161218,ICG_B171-0471,G0004USD,Chico fruit Automation Pte Ltd,349812,96557430,USD,170856.5,230656.28,P6670,4,S094,John,85084094
20161222,BR_D171000442,C0021SGD,Jabuticaba Innovation Pte Ltd,384515,97583609,SGD,1163.63,1163.63,P6671,1,S090,Charles,85081768
20161222,BR_D171000443,T0013SGD,Star fruit Marketing Pte Ltd,598685,96391068,SGD,1203.75,1203.75,P6672,1,S095,Mary,85095164
20161222,ICG_B171-0469,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,33727.47,45532.08,P6673,1,S095,Mary,85095164
20161222,BR_D171000444,A0050USD,Blood orange Master Pte Ltd,999142,95978759,USD,267807.6,383768.29,P6674,5,S095,Mary,85095164
20161222,BR_D171000445,F0005USD,Buddha's hand (fingered citron) Parallel Importer Pte Ltd,612226,95203336,USD,15000,20250,P6675,4,S092,Eugiene,85094519
20161220,ICG_B171-0468,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,127357.73,184413.99,P6676,2,S091,Danny,85088856
20161223,BR_D171000446,D0013SGD,Redcurrant United Pte Ltd,423834,97184210,SGD,8073.15,8073.15,P6677,3,S089,Bala,85084539
20161222,ICG_B171-0472,A0074USD,Squash Relay Pte Ltd,784264,95008222,USD,71753.33,103611.81,P6678,1,S090,Charles,85081768
20161223,BR_D171000447,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,178750,241312.5,P6679,4,S095,Mary,85095164
20161223,BR_D171000448,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,33727.47,45532.08,P5885,3,S095,Mary,85095164
20161223,BR_D171000449,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,88000,118800,P6680,3,S094,John,85084094
20161220,ICG_B171-0473,T0014USD,Passionfruit Export Pte Ltd,327079,99069785,USD,78100,105435,P6681,4,S089,Bala,85084539
20161220,ICG_B171-0475,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,75350,101722.5,P6682,3,S088,Ali,85084183
20161220,ICG_B171-0439,S0014USD,Kumquat Marketing Pte Ltd,104024,95995772,USD,78100,105435,P6683,5,S093,Lily,85089620
20161129,ICG_B171-0418,F0005USD,Buddha's hand (fingered citron) Parallel Importer Pte Ltd,612226,95203336,USD,25020,33777,P6684,3,S089,Bala,85084539
20161223,BR_D171000450,M0019USD,Currant Assist Pte Ltd,617548,94819660,USD,89100,120285,P6685,3,S089,Bala,85084539
20161223,BR_D171000451,G0017USD,Olive Marketing Pte Ltd,817068,95647284,USD,89100,120285,P6686,2,S095,Mary,85095164
20161227,BR_D171000452,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,23208.41,31331.35,P6687,1,S088,Ali,85084183
20161221,ICG_B171-0474,S0040USD,Crab apples Import & Export Pte Ltd,272778,98607586,USD,160360.56,231881.37,P6688,5,S088,Ali,85084183
20161227,BR_D171000453,S0014USD,Kumquat Marketing Pte Ltd,104024,95995772,USD,66900,90315,P6689,2,S089,Bala,85084539
20161227,ICG_B171-0479,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,69776,101105.42,P6690,2,S095,Mary,85095164
20161227,ICG_B171-0488,P0010USD,Lemon Innovation Pte Ltd,199767,94971072,USD,69797,101135.85,P6691,5,S094,John,85084094
20161227,BR_D171000454,U0003SGD,Jambul Control Pte Ltd,686369,96144182,SGD,15932.31,15932.31,P6692,3,S095,Mary,85095164
20161228,BR_D171000455,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,1783.67,1783.67,P6693,5,S095,Mary,85095164
20161228,BR_D171000456,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,371250,501187.5,P6357,2,S095,Mary,85095164
20161228,ICG_B171-0486,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,11687.61,11687.61,P6694,5,S092,Eugiene,85094519
20161228,ICG_B171-0491,S0029USD,Date Specialist Pte Ltd,820157,95059838,USD,22649.97,30577.46,P6695,3,S095,Mary,85095164
20161228,ICG_B171-0478,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,72789.32,98265.58,P6696,2,S089,Bala,85084539
20161228,ICG_B171-0492,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,6058.88,8179.49,P6697,2,S089,Bala,85084539
20161230,ICG_B171-0500,S0051USD,Raisin Distribution Pte Ltd,432220,96067303,USD,335000,452250,P6698,3,S092,Eugiene,85094519
20161230,ICG_B171-0496,G0004USD,Chico fruit Automation Pte Ltd,349812,96557430,USD,170856.5,230656.28,P6699,1,S088,Ali,85084183
20161228,BR_D171000457,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,87672,121776.41,P5512,3,S095,Mary,85095164
20161229,BR_D171000458,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,160000,216000,P6700,1,S092,Eugiene,85094519
20161230,BR_D171000459,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,95241,135623.18,P6701,1,S091,Danny,85088856
20161230,BR_D171000460,S0043USD,Feijoa Master Pte Ltd,503715,96316353,USD,184500,262728,P6702,1,S094,John,85084094
20161230,BR_D171000461,C0020USD,Durian Import Pte Ltd,850059,95801996,USD,93120.39,132743.12,P6703,2,S093,Lily,85089620
20161230,BR_D171000462,E0012USD,Jabuticaba Distribution Pte Ltd,296627,98782866,USD,333170.19,449779.77,P6704,3,S091,Danny,85088856
20161230,BR_D171000463,S0029USD,Date Specialist Pte Ltd,820157,95059838,USD,22649.97,30577.46,P6705,2,S088,Ali,85084183
20170103,BR_D171000464,H0002SGD,Soursop Relay Pte Ltd,122468,97979602,SGD,2327.25,2327.25,P6706,1,S091,Danny,85088856
20161230,BR_D171000465,S0046USD,Grape Automation Pte Ltd,396544,94781253,USD,73000,98550,P6707,5,S088,Ali,85084183
20170103,BR_D171000466,S0051USD,Raisin Distribution Pte Ltd,432220,96067303,USD,322500,435375,P6708,2,S094,John,85084094
20170103,BR_D171000467,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,173750,234562.5,P6709,2,S090,Charles,85081768
20170101,ICG_B171-0503,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,371707.5,538232.46,P6710,5,S089,Bala,85084539
20161229,ICG_B171-0487,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,87808,126970.37,P6711,4,S095,Mary,85095164
20170104,ICG_B171-0502,W0012SGD,Dragonfruit (or Pitaya) Export Pte Ltd,254291,98143208,SGD,32180.52,32180.52,P6712,3,S095,Mary,85095164
20170104,BR_D171000468,V0001USD,Cucumber Expert Pte Ltd,883937,97472878,USD,74025,99933.75,P6713,1,S088,Ali,85084183
20161227,ICG_B171-0497,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,73500,99225,P6714,2,S088,Ali,85084183
20161227,ICG_B171-0450,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,72450,97807.5,P6715,2,S093,Lily,85089620
20161227,ICG_B171-0438,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,162500,219375,P6716,5,S094,John,85084094
20161227,ICG_B171-0437,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,162500,219375,P6717,2,S094,John,85084094
20161227,ICG_B171-0498,A0077USD,Dragonfruit (or Pitaya) Import Pte Ltd,928055,97266991,USD,74800,100980,P6718,5,S092,Eugiene,85094519
20161227,ICG_B171-0499,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,74250,100237.5,P6719,2,S094,John,85084094
20161227,ICG_B171-0504,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,74800,100980,P6720,1,S094,John,85084094
20170104,BW_A171000434,N013USD,Papaya Logistics Pte Ltd,883545,95530364,USD,3948,5329.8,P6185,2,S088,Ali,85084183
20170104,CSA_CT1710022,N013USD,Papaya Logistics Pte Ltd,883545,95530364,USD,0,0,P6721,3,S093,Lily,85089620
20161227,ICG_B171-0460,K0023USD,Black sapote Logistics Pte Ltd,106846,97761753,USD,77275,104321.25,P6722,2,S089,Bala,85084539
20161227,ICG_B171-0461,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,77550,104692.5,P6723,5,S090,Charles,85081768
20170103,ICG_B171-0483,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,79750,107662.5,P6724,4,S091,Danny,85088856
20170105,BR_D171000469,W0012SGD,Dragonfruit (or Pitaya) Export Pte Ltd,254291,98143208,SGD,32180.52,32180.52,P6725,1,S088,Ali,85084183
20170105,ICG_B171-0517,S0047SGD,Currant Automation Pte Ltd,921294,95131855,SGD,321.55,321.55,P6726,4,S094,John,85084094
20170106,ICG_B171-0515,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,66567.7,89866.4,P6727,3,S088,Ali,85084183
20170106,ICG_B171-0510,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,94107.14,127044.64,P6728,3,S089,Bala,85084539
20170104,ICG_B171-0513,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,827.59,827.59,P6729,5,S095,Mary,85095164
20170105,ICG_B171-0514,D0013SGD,Redcurrant United Pte Ltd,423834,97184210,SGD,9113.03,9113.03,P6730,2,S089,Bala,85084539
20170105,BR_D171000470,K0027USD,Star apple Assist Pte Ltd,871087,98655472,USD,94292.66,134225.6,P6731,3,S094,John,85084094
20170105,BR_D171000471,A0046USD,Chico fruit Relay Pte Ltd,300653,96146975,USD,77000,103950,P6732,4,S093,Lily,85089620
20170105,BR_D171000472,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,8720.89,8720.89,P6733,5,S088,Ali,85084183
20170106,BR_D171000473,A0049USD,Currant Relay Pte Ltd,244098,99120138,USD,74800,100980,P6734,2,S094,John,85084094
20170106,BR_D171000474,A0056USD,Melon Assist Pte Ltd,263529,97769615,USD,15000,20250,P6735,3,S088,Ali,85084183
20170106,ICG_B171-0519,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,3326.95,3326.95,P6736,1,S091,Danny,85088856
20161231,ICG_B171-0493,A0003USD,White currant Import Pte Ltd,569245,96940666,USD,62230,84010.5,P6737,4,S090,Charles,85081768
20170109,BR_D171000475,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,78848.2,106445.07,P6738,3,S094,John,85084094
20170109,BR_D171000476,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,5096.2,5096.2,P6739,3,S093,Lily,85089620
20170107,BR_D171000477,P0010USD,Lemon Innovation Pte Ltd,199767,94971072,USD,69797,101135.85,P6740,5,S094,John,85084094
20170109,BR_D171000478,B0018,Lychee Import & Export Pte Ltd,155809,95950263,USD,371707.5,538232.46,P6741,4,S093,Lily,85089620
20170109,BR_D171000479,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,70000,94500,P5237,4,S090,Charles,85081768
20170103,ICG_B171-0509,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,195658.25,264138.64,P6742,4,S089,Bala,85084539
20170103,ICG_B171-0467,O0005USD,Eggplant Trading Pte Ltd,286578,95280491,USD,78100,105435,P6743,2,S093,Lily,85089620
20170103,ICG_B171-0466,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,88000,118800,P6744,4,S090,Charles,85081768
20170110,ICG_B171-0501,U005USD,Olive Innovation Pte Ltd,981976,97767783,USD,79800,107730,P6745,5,S091,Danny,85088856
20170110,ICG_B171-0495,P0007USD,Salmonberry Distribution Pte Ltd,625061,96719272,USD,80325,108438.75,P6746,3,S090,Charles,85081768
20170110,ICG_B171-0494,A0075USD,Banana Control Pte Ltd,689864,96297885,USD,79537.5,107375.63,P6747,3,S094,John,85084094
20170107,ICG_B171-0511,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,21337.19,30298.81,P6748,5,S091,Danny,85088856
20170109,BR_D171000480,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,66567.7,89866.4,P5834,3,S090,Charles,85081768
20170110,BR_D171000481,S0047SGD,Currant Automation Pte Ltd,921294,95131855,SGD,321.55,321.55,P6749,3,S088,Ali,85084183
20170110,BR_D171000482,D0013SGD,Redcurrant United Pte Ltd,423834,97184210,SGD,8555.66,8555.66,P6750,3,S093,Lily,85089620
20170110,BR_D171000483,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,73000,98550,P6751,2,S095,Mary,85095164
20170110,BR_D171000484,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,73500,99225,P6752,5,S095,Mary,85095164
20170110,BR_D171000485,T0014USD,Passionfruit Export Pte Ltd,327079,99069785,USD,78100,105435,P6753,2,S095,Mary,85095164
20170110,ICG_B171-0523,C0011SGD,Melon Innovation Pte Ltd,458966,96707505,SGD,3611.25,3611.25,P6754,2,S095,Mary,85095164
20170110,ICG_B171-0489,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,83050,112117.5,P6755,4,S091,Danny,85088856
20170106,ICG_B171-0518,C0021SGD,Jabuticaba Innovation Pte Ltd,384515,97583609,SGD,0,0,P6756,3,S092,Eugiene,85094519
20170110,BR_D171000486,S0030USD,Quince Export Pte Ltd,195119,94719808,USD,74800,100980,P6757,3,S091,Danny,85088856
20170109,ICG_B171-0521,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,9798.46,9798.46,P6758,3,S094,John,85084094
20170109,ICG_B171-0520,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,2907.19,2907.19,P6759,2,S094,John,85084094
20170110,BR_D171000487,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,69776,101105.42,P6760,3,S090,Charles,85081768
20170111,BR_D171000488,E0012USD,Jabuticaba Distribution Pte Ltd,296627,98782866,USD,358247.5,483634.12,P6761,2,S092,Eugiene,85094519
20170111,BR_D171000489,A0029USD,Watermelon Import & Export Pte Ltd,981168,95558190,USD,74800,100980,P6762,5,S095,Mary,85095164
20170111,BR_D171000490,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,35940,48519,P6763,5,S091,Danny,85088856
20170103,ICG_B171-0476,P0017USD,Jabuticaba Import Pte Ltd,967333,96158910,USD,75900,102465,P6764,4,S091,Danny,85088856
20170110,ICG_B171-0477,T0015USD,Pineberry Logistics Pte Ltd,497863,98526673,USD,172500,232875,P6765,1,S091,Danny,85088856
20170107,ICG_B171-0522,A0025USD,Pea Import Pte Ltd,982222,97782480,USD,83600,112860,P6766,1,S093,Lily,85089620
20170112,BR_D171000491,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,127357.73,184413.99,P6767,5,S091,Danny,85088856
20170112,BR_D171000492,A0074USD,Squash Relay Pte Ltd,784264,95008222,USD,49003.33,70760.81,P6768,4,S093,Lily,85089620
20170112,CSA_CT1710023,A0074USD,Squash Relay Pte Ltd,784264,95008222,USD,0,-2138.5,P6769,3,S092,Eugiene,85094519
20170111,BR_D171000493,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,162500,219375,P6770,1,S089,Bala,85084539
20170112,BR_D171000494,S0014USD,Kumquat Marketing Pte Ltd,104024,95995772,USD,78100,105435,P6771,2,S089,Bala,85084539
20170111,ICG_B171-0526,A0058USD,Black sapote Dealer Pte Ltd,118472,98888191,USD,12204.58,17531.88,P6772,5,S093,Lily,85089620
20170106,ICG_B171-0516,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,5946.42,8423.1,P6773,5,S088,Ali,85084183
20170113,ICG_B171-0524,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,171407.65,231400.33,P6774,1,S090,Charles,85081768
20170113,ICG_B171-0525,J0007USD,Nectarine Trading Pte Ltd,298025,97781252,USD,164375,221906.25,P6775,2,S092,Eugiene,85094519
20170113,BR_D171000495,F0006USD,Crab apples Import Pte Ltd,783620,96849942,USD,240053.4,346637.11,P6776,5,S090,Charles,85081768
20170113,BR_D171000496,K0023USD,Black sapote Logistics Pte Ltd,106846,97761753,USD,77275,104321.25,P6777,3,S090,Charles,85081768
20170113,BR_D171000497,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,79200,114681.6,P6778,5,S092,Eugiene,85094519
20170113,BR_D171000498,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,75350,101722.5,P6779,4,S089,Bala,85084539
20170113,BR_D171000499,A0077USD,Dragonfruit (or Pitaya) Import Pte Ltd,928055,97266991,USD,74800,100980,P6780,3,S091,Danny,85088856
20170116,BR_D171000500,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,121390.75,165766.55,P6781,4,S091,Danny,85088856
20170116,BR_D171000501,G0004USD,Chico fruit Automation Pte Ltd,349812,96557430,USD,170856.5,230656.28,P6782,3,S089,Bala,85084539
20170112,ICG_B171-0527,A0056USD,Melon Assist Pte Ltd,263529,97769615,USD,89449.24,127733.51,P6783,1,S091,Danny,85088856
20170113,ICG_B171-0528,R0004USD,Dragonfruit (or Pitaya) Control Pte Ltd,631630,95738474,USD,59563.05,84996.47,P6784,5,S089,Bala,85084539
20170116,ICG_B171-0530,D0013SGD,Redcurrant United Pte Ltd,423834,97184210,SGD,8346,8346,P6785,4,S091,Danny,85088856
20170116,ICG_B171-0531,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,4213.57,4213.57,P6786,2,S092,Eugiene,85094519
20170117,BR_D171000502,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,6489.28,6489.28,P6787,4,S092,Eugiene,85094519
20170117,BR_D171000503,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,5981.57,5981.57,P6788,3,S088,Ali,85084183
20170117,BR_D171000504,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,25480.98,25480.98,P6789,2,S090,Charles,85081768
20170116,ICG_B171-0529,T0013SGD,Star fruit Marketing Pte Ltd,598685,96391068,SGD,1203.75,1203.75,P6790,2,S090,Charles,85081768
20170117,BR_D171000505,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,162500,232131.25,P6791,5,S094,John,85084094
20170118,ICG_B171-0533,S0002USD,Ugli fruit Expert Pte Ltd,244049,96520595,USD,95550,135489.9,P6792,5,S093,Lily,85089620
20170119,BR_D171000506,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,171407.65,231400.33,P6793,2,S088,Ali,85084183
20170118,BR_D171000507,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,77550,104692.5,P6794,2,S092,Eugiene,85094519
20170119,ICG_B171-0536,K0010USD,Watermelon Specialist Pte Ltd,813808,98431300,USD,84700,120951.6,P6795,2,S090,Charles,85081768
20170116,ICG_B171-0535,M0006USD,Pomelo Export Pte Ltd,720813,98383713,USD,108000,154278,P6796,4,S094,John,85084094
20170119,ICG_B171-0537,S0026USD,Clementine Dealer Pte Ltd,868289,96736865,USD,176250,251685,P6797,5,S092,Eugiene,85094519
20170119,BR_D171000508,S0051USD,Raisin Distribution Pte Ltd,432220,96067303,USD,335000,452250,P6798,4,S088,Ali,85084183
20170120,BR_D171000509,T0013SGD,Star fruit Marketing Pte Ltd,598685,96391068,SGD,1203.75,1203.75,P6799,4,S094,John,85084094
20170118,ICG_B171-0534,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,77000,103950,P6800,2,S095,Mary,85095164
20170110,ICG_B171-0481,S0008USD,Salmonberry Relay Pte Ltd,724735,96288134,USD,71000,101139.5,P6801,4,S090,Charles,85081768
20170110,ICG_B171-0482,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,70500,95175,P6802,5,S091,Danny,85088856
20170117,ICG_B171-0490,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,83050,112117.5,P6803,4,S089,Bala,85084539
20170117,ICG_B171-0506,M0018USD,Raspberry Assist Pte Ltd,937063,95566128,USD,79800,107730,P6804,4,S093,Lily,85089620
20170109,ICG_B171-0480,T0015USD,Pineberry Logistics Pte Ltd,497863,98526673,USD,73500,99225,P6805,2,S095,Mary,85095164
20170119,ICG_B171-0541,G0004USD,Chico fruit Automation Pte Ltd,349812,96557430,USD,170856.5,243983.08,P6806,3,S088,Ali,85084183
20170120,BR_D171000510,J0004USD,Yuzu Relay Pte Ltd,579394,96217803,USD,38310,51718.5,P6807,2,S095,Mary,85095164
20170121,BR_D171000511,J0009USD,Blueberry Assist Pte Ltd,471210,98951166,USD,72450,97807.5,P6808,1,S090,Charles,85081768
20170123,BR_D171000512,R0004USD,Dragonfruit (or Pitaya) Control Pte Ltd,631630,95738474,USD,47650.44,67639.8,P6809,5,S090,Charles,85081768
20170123,ICG_B171-0543,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,1628.49,1628.49,P6810,5,S093,Lily,85089620
20170123,BR_D171000513,R0004USD,Dragonfruit (or Pitaya) Control Pte Ltd,631630,95738474,USD,11912.61,16909.95,P6811,1,S092,Eugiene,85094519
20170123,BR_D171000514,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,195658.25,264138.64,P6812,1,S089,Bala,85084539
20170124,BR_D171000515,U005USD,Olive Innovation Pte Ltd,981976,97767783,USD,79800,107730,P6813,5,S089,Bala,85084539
20170125,BR_D171000516,A0075USD,Banana Control Pte Ltd,689864,96297885,USD,79537.5,107375.63,P6814,2,S091,Danny,85088856
20170117,ICG_B171-0484,M0027USD,Miracle fruit Control Pte Ltd,650558,98622063,USD,75500,107210,P6815,4,S095,Mary,85095164
